W,T,R
1.09,0.0106698,0.9893282000000001
1.091,0.0109975,0.9890012
1.092,0.011336599999999999,0.9886617
1.093,0.0116862,0.9883117
1.094,0.012038899999999998,0.9879587999999999
1.095,0.0123796,0.9876179999999999
1.096,0.0126919,0.9873059000000001
1.097,0.012963899999999999,0.9870338
1.098,0.0131842,0.986814
1.099,0.0133454,0.9866527
1.1,0.0134408,0.9865576
1.101,0.013473800000000001,0.9865241
1.102,0.013452299999999999,0.9865457000000001
1.103,0.013393500000000001,0.9866048000000001
1.104,0.013311,0.9866878
1.105,0.0132239,0.9867743
1.106,0.013143100000000001,0.9868547
1.107,0.013064,0.9869343
1.108,0.012986,0.9870124
1.109,0.012904899999999999,0.9870931000000001
1.11,0.012819400000000002,0.9871787999999999
1.111,0.012722,0.9872759999999999
1.112,0.0126156,0.9873828
1.113,0.012502800000000001,0.9874953
1.114,0.0123924,0.9876064999999999
1.115,0.012287300000000001,0.9877113
1.116,0.0121916,0.9878066
1.117,0.0121019,0.9878959
1.118,0.01201,0.9879877
1.119,0.011925600000000001,0.9880728000000001
1.12,0.011856199999999999,0.9881417
1.121,0.011796599999999999,0.9882013999999999
1.122,0.0117581,0.9882407000000001
1.123,0.0117515,0.9882465
1.124,0.011769700000000001,0.9882281
1.125,0.0117942,0.9882040999999999
1.126,0.0118286,0.9881702
1.127,0.011885399999999999,0.9881129
1.128,0.011955,0.9880433
1.129,0.012000900000000002,0.9879974
1.13,0.012022,0.9879762
1.131,0.0120575,0.9879408
1.132,0.0121051,0.9878936
1.133,0.012116499999999999,0.9878821999999999
1.134,0.0120987,0.9878994
1.135,0.0120875,0.9879108
1.136,0.012080800000000001,0.9879177
1.137,0.0120601,0.9879378
1.138,0.0120266,0.9879718
1.139,0.0119996,0.9879978
1.14,0.0119855,0.9880125
1.141,0.0119793,0.9880192
1.142,0.0119798,0.9880186000000001
1.143,0.0119896,0.988008
1.144,0.012006300000000001,0.9879918000000001
1.145,0.012022999999999999,0.9879752
1.146,0.0120363,0.9879617
1.147,0.0120485,0.98795
1.148,0.012061800000000001,0.9879368
1.149,0.0120716,0.9879268
1.15,0.012074,0.9879247
1.151,0.012069799999999999,0.9879283
1.152,0.0120623,0.9879362
1.153,0.012057199999999999,0.9879409
1.154,0.0120577,0.9879395
1.155,0.012061800000000001,0.9879368
1.156,0.0120706,0.9879276
1.157,0.0120857,0.9879124
1.158,0.0121048,0.9878931
1.159,0.0121303,0.987868
1.16,0.0121595,0.9878387
1.161,0.0121927,0.9878053
1.162,0.0122297,0.9877682
1.163,0.0122655,0.9877328
1.164,0.0122967,0.9877011
1.165,0.012317400000000001,0.9876809
1.166,0.0123162,0.9876817
1.167,0.0122883,0.98771
1.168,0.0122232,0.9877748
1.169,0.0121184,0.9878797
1.17,0.011976800000000001,0.9880213999999999
1.171,0.0117981,0.9882007
1.172,0.011593599999999999,0.9884048
1.173,0.011378999999999998,0.988619
1.174,0.011161399999999998,0.9888370000000001
1.175,0.010959000000000002,0.9890395
1.176,0.0107732,0.9892255
1.177,0.0106119,0.9893866
1.178,0.010479700000000002,0.9895188
1.179,0.0103715,0.9896269
1.18,0.010293000000000002,0.9897052
1.181,0.010239100000000001,0.9897589000000001
1.182,0.0102122,0.9897865
1.183,0.0102136,0.9897844
1.184,0.010236400000000001,0.9897621
1.185,0.0102805,0.9897182
1.186,0.0103351,0.9896635
1.187,0.010396399999999998,0.9896015
1.188,0.0104531,0.9895447
1.189,0.0105006,0.9894981
1.19,0.010536799999999999,0.9894616
1.191,0.010555799999999999,0.989443
1.192,0.0105631,0.9894355
1.193,0.0105576,0.9894409000000001
1.194,0.010546,0.9894522000000001
1.195,0.0105349,0.989464
1.196,0.010525199999999998,0.9894735
1.197,0.010524,0.989474
1.198,0.010530900000000001,0.9894673
1.199,0.0105507,0.9894482000000001
1.2,0.010581,0.9894176
1.201,0.0106236,0.9893747999999999
1.202,0.0106809,0.9893171
1.203,0.0107525,0.9892461
1.204,0.0108416,0.9891562999999999
1.205,0.010946800000000001,0.9890524
1.206,0.0110691,0.9889297
1.207,0.0112079,0.9887914000000001
1.208,0.0113636,0.9886349
1.209,0.0115352,0.9884631
1.21,0.0117194,0.9882792
1.211,0.011911499999999998,0.9880869
1.212,0.012106200000000001,0.9878925
1.213,0.0122969,0.9877011
1.214,0.0124782,0.9875205
1.215,0.012644200000000001,0.9873544
1.216,0.012790900000000001,0.987207
1.217,0.012915000000000001,0.9870836
1.218,0.0130153,0.9869833
1.219,0.0130941,0.9869045
1.22,0.0131572,0.9868411
1.221,0.013210999999999999,0.9867873
1.222,0.0132638,0.9867343
1.223,0.0133227,0.9866756
1.224,0.0133951,0.9866025999999999
1.225,0.013482899999999999,0.9865153999999999
1.226,0.013585499999999999,0.9864127
1.227,0.0136975,0.9863004
1.228,0.0138157,0.9861823
1.229,0.013934899999999998,0.986063
1.23,0.0140536,0.9859447
1.231,0.014167400000000002,0.9858305
1.232,0.0142762,0.9857217
1.233,0.0143752,0.9856229999999999
1.234,0.014462,0.9855363
1.235,0.014536100000000001,0.9854622999999999
1.236,0.0145944,0.9854037999999999
1.237,0.0146371,0.9853617
1.238,0.014657700000000001,0.9853404
1.239,0.014659899999999998,0.9853384
1.24,0.0146432,0.985355
1.241,0.0146129,0.9853858
1.242,0.014563999999999999,0.9854341999999999
1.243,0.0145013,0.9854970000000001
1.244,0.0144224,0.9855761
1.245,0.0143337,0.9856644
1.246,0.0142282,0.9857703999999999
1.247,0.0141084,0.9858904
1.248,0.0139667,0.9860317999999999
1.249,0.0138073,0.9861914
1.25,0.0136236,0.9863741
1.251,0.0134216,0.9865765000000001
1.252,0.013197799999999999,0.9868009999999999
1.253,0.012963,0.9870349
1.254,0.0127175,0.9872808999999999
1.255,0.0124736,0.9875248999999999
1.256,0.012230000000000001,0.9877683
1.257,0.011996199999999999,0.9880021000000001
1.258,0.011767300000000001,0.9882316
1.259,0.0115493,0.9884495
1.26,0.0113358,0.9886634
1.261,0.0111321,0.9888665
1.262,0.0109327,0.9890658999999999
1.263,0.0107443,0.9892544999999999
1.264,0.010563499999999998,0.9894352000000001
1.265,0.0103979,0.9896014
1.266,0.0102451,0.9897535999999999
1.267,0.010112600000000001,0.9898863
1.268,0.009997899999999999,0.9900002000000001
1.269,0.009906700000000001,0.9900915
1.27,0.009836000000000001,0.990163
1.271,0.0097895,0.9902088
1.272,0.009763500000000001,0.9902347
1.273,0.0097601,0.9902383
1.274,0.0097766,0.9902221
1.275,0.0098105,0.9901877
1.276,0.0098624,0.9901366
1.277,0.0099287,0.9900695
1.278,0.0100094,0.9899894
1.279,0.0101013,0.9898971
1.28,0.0102037,0.989795
1.281,0.010313699999999999,0.9896847
1.282,0.0104304,0.9895683
1.283,0.0105511,0.9894476
1.284,0.010674900000000001,0.9893236000000001
1.285,0.0107992,0.9891994
1.286,0.010923,0.9890752
1.287,0.0110441,0.9889547000000001
1.288,0.0111618,0.988836
1.289,0.0112744,0.9887249
1.29,0.011380600000000001,0.9886181999999999
1.291,0.0114801,0.9885183999999999
1.292,0.011571499999999998,0.9884265000000001
1.293,0.0116552,0.9883424
1.294,0.0117299,0.9882683
1.295,0.0117967,0.9882021000000001
1.296,0.011854,0.9881448
1.297,0.011903799999999999,0.9880947999999999
1.298,0.011944999999999999,0.9880536
1.299,0.0119795,0.988019
1.3,0.0120071,0.9879918000000001
1.301,0.0120275,0.9879707000000001
1.302,0.0120433,0.9879551999999999
1.303,0.0120533,0.9879455
1.304,0.0120605,0.9879383
1.305,0.0120637,0.9879345
1.306,0.0120664,0.9879318
1.307,0.012067300000000001,0.9879319
1.308,0.012069700000000001,0.9879292
1.309,0.012073400000000001,0.9879257
1.31,0.0120783,0.9879207999999999
1.311,0.0120875,0.9879114
1.312,0.012099500000000001,0.9878986000000001
1.313,0.0121172,0.9878817999999999
1.314,0.0121387,0.9878601
1.315,0.0121665,0.9878319999999999
1.316,0.0121995,0.9877988000000001
1.317,0.0122362,0.9877625999999999
1.318,0.0122784,0.9877196
1.319,0.0123234,0.9876747
1.32,0.012372399999999999,0.9876260000000001
1.321,0.0124224,0.9875761
1.322,0.0124743,0.9875242
1.323,0.0125261,0.9874725
1.324,0.0125754,0.9874229
1.325,0.012623,0.9873747
1.326,0.0126658,0.9873332
1.327,0.0127046,0.9872936
1.328,0.012736099999999998,0.9872623
1.329,0.0127617,0.9872371
1.33,0.0127792,0.9872190000000001
1.331,0.012786500000000001,0.987212
1.332,0.0127857,0.9872131000000001
1.333,0.0127739,0.9872247000000001
1.334,0.0127538,0.9872445999999999
1.335,0.0127239,0.9872742999999999
1.336,0.012683100000000001,0.9873147
1.337,0.012635,0.9873634
1.338,0.012576700000000001,0.9874217000000001
1.339,0.0125124,0.9874862
1.34,0.0124412,0.9875571
1.341,0.012361800000000001,0.9876366
1.342,0.012279400000000001,0.9877197
1.343,0.0121911,0.9878077999999999
1.344,0.0121021,0.9878966
1.345,0.012009399999999998,0.9879889
1.346,0.011918699999999999,0.9880798
1.347,0.011829000000000001,0.9881695
1.348,0.0117383,0.988259
1.349,0.0116552,0.9883435
1.35,0.011568499999999999,0.9884251000000001
1.351,0.011499200000000001,0.9884998
1.352,0.011417600000000002,0.9885673
1.353,0.0113691,0.9886284999999999
1.354,0.0113168,0.9886817000000001
1.355,0.0112213,0.9887239
1.356,0.0112278,0.9887616
1.357,0.011211899999999999,0.9887873
1.358,0.0111949,0.9888039999999999
1.359,0.011156,0.9888086
1.36,0.011124700000000001,0.9888033
1.361,0.011120300000000001,0.9887895
1.362,0.011073999999999999,0.9887649999999999
1.363,0.0111806,0.9887347
1.364,0.011240300000000002,0.9886938999999999
1.365,0.0112879,0.9886441
1.366,0.0113157,0.9885881999999999
1.367,0.0113672,0.9885236000000001
1.368,0.011375,0.9884559
1.369,0.0115052,0.9883844
1.37,0.0116062,0.98831
1.371,0.0116906,0.9882362
1.372,0.011493199999999999,0.9881565999999999
1.373,0.0114894,0.988083
1.374,0.0114953,0.9880159999999999
1.375,0.0114448,0.9879527
1.376,0.0113338,0.9878967
1.377,0.0113329,0.9878511
1.378,0.011154500000000001,0.9878117000000001
1.379,0.0111368,0.9877883
1.38,0.0109894,0.9877715
1.381,0.011059300000000001,0.9877720999999999
1.382,0.0109812,0.9877827
1.383,0.0109891,0.987805
1.384,0.0109354,0.9878408000000001
1.385,0.010724299999999999,0.9878828
1.386,0.0108389,0.9879412000000001
1.387,0.0108295,0.9880092
1.388,0.0108262,0.9880840999999999
1.389,0.010837300000000001,0.988168
1.39,0.010777799999999999,0.9882613
1.391,0.01072,0.9883589
1.392,0.0106101,0.9884615
1.393,0.010609299999999999,0.988574
1.394,0.0105437,0.9886868
1.395,0.0105495,0.9888073
1.396,0.0105198,0.9889275000000001
1.397,0.010382599999999999,0.9890495
1.398,0.010333000000000002,0.9891755999999999
1.399,0.010249,0.9893007
1.4,0.010232000000000002,0.9894252
1.401,0.0101131,0.9895512
1.402,0.0099941,0.9896725000000001
1.403,0.0098989,0.9897925999999999
1.404,0.0098104,0.989911
1.405,0.009718599999999999,0.9900249
1.406,0.0096337,0.9901340000000001
1.407,0.0094898,0.9902396
1.408,0.0094608,0.9903388
1.409,0.0093495,0.990432
1.41,0.0093057,0.9905161
1.411,0.0092381,0.9905936
1.412,0.009150199999999999,0.9906628000000001
1.413,0.0091368,0.9907220999999999
1.414,0.0091407,0.9907714
1.415,0.0090679,0.9908104
1.416,0.0090568,0.9908386
1.417,0.009051,0.9908546
1.418,0.0090505,0.9908604
1.419,0.0090435,0.9908528
1.42,0.009077,0.990834
1.421,0.009145799999999999,0.990805
1.422,0.009191,0.9907626999999999
1.423,0.009253,0.990709
1.424,0.0093337,0.9906443
1.425,0.0094116,0.9905692
1.426,0.0095069,0.9904823
1.427,0.0096095,0.990387
1.428,0.0097161,0.9902824
1.429,0.0098289,0.9901699
1.43,0.0099488,0.9900493
1.431,0.0100752,0.9899235000000001
1.432,0.010206699999999999,0.989792
1.433,0.010342,0.9896563
1.434,0.0104799,0.9895189999999999
1.435,0.0106191,0.9893799
1.436,0.0107578,0.9892409999999999
1.437,0.0108948,0.989104
1.438,0.0110286,0.9889705
1.439,0.011157300000000002,0.9888412
1.44,0.0112799,0.9887189
1.441,0.011394999999999999,0.9886036
1.442,0.011500600000000001,0.9884984
1.443,0.0115968,0.9884016
1.444,0.0116822,0.988317
1.445,0.011755,0.9882437000000001
1.446,0.0118163,0.9881824
1.447,0.0118653,0.9881331
1.448,0.011900599999999999,0.9880989
1.449,0.0119249,0.9880735
1.45,0.0119375,0.9880618
1.451,0.0119374,0.9880615
1.452,0.011928600000000001,0.9880706
1.453,0.0119105,0.9880880999999999
1.454,0.0118821,0.9881165
1.455,0.0118487,0.9881502999999999
1.456,0.011809400000000001,0.9881894
1.457,0.011765900000000001,0.9882323
1.458,0.011717100000000001,0.9882814000000001
1.459,0.0116692,0.9883295
1.46,0.011621,0.9883778
1.461,0.0115716,0.988427
1.462,0.0115265,0.9884729
1.463,0.011484000000000001,0.9885149
1.464,0.011441600000000001,0.9885568
1.465,0.011405,0.988594
1.466,0.0113709,0.9886275999999999
1.467,0.011336500000000001,0.9886621999999999
1.468,0.011306700000000001,0.988692
1.469,0.011278,0.9887209
1.47,0.011247,0.9887511000000001
1.471,0.011218200000000001,0.9887807
1.472,0.011188199999999999,0.9888106999999999
1.473,0.0111562,0.9888420000000001
1.474,0.011119,0.9888800000000001
1.475,0.0110815,0.988917
1.476,0.0110412,0.9889576
1.477,0.0109947,0.9890038
1.478,0.0109477,0.9890514
1.479,0.0108974,0.9891017
1.48,0.0108413,0.9891579
1.481,0.0107851,0.9892136
1.482,0.010726800000000002,0.9892719
1.483,0.010667199999999998,0.9893315
1.484,0.0106041,0.9893946
1.485,0.010544,0.9894554999999999
1.486,0.0104848,0.9895146
1.487,0.010425199999999999,0.9895734
1.488,0.0103719,0.9896273
1.489,0.010323599999999999,0.9896754
1.49,0.0102793,0.9897195000000001
1.491,0.010246,0.9897528
1.492,0.0102227,0.9897762
1.493,0.0102112,0.9897872
1.494,0.0102112,0.9897881
1.495,0.0102288,0.9897699
1.496,0.010263,0.9897362
1.497,0.0103127,0.9896864999999999
1.498,0.0103814,0.9896173
1.499,0.0104657,0.9895334
1.5,0.0105614,0.9894378
1.501,0.0106676,0.9893312000000001
1.502,0.0107776,0.9892213
1.503,0.010886100000000001,0.9891124000000001
1.504,0.0109863,0.9890124
1.505,0.0110767,0.9889221
1.506,0.0111519,0.9888469000000001
1.507,0.0112081,0.9887904000000001
1.508,0.011247499999999999,0.9887511000000001
1.509,0.011268,0.9887304
1.51,0.0112697,0.9887294
1.511,0.0112514,0.9887477
1.512,0.011217600000000001,0.988781
1.513,0.011167100000000001,0.9888319
1.514,0.0110985,0.9889008
1.515,0.0110178,0.9889811000000001
1.516,0.0109236,0.9890758
1.517,0.010817,0.9891822
1.518,0.010695600000000001,0.9893034
1.519,0.010564800000000001,0.9894343999999999
1.52,0.0104224,0.9895767999999999
1.521,0.0102695,0.9897291
1.522,0.010104599999999998,0.9898944000000001
1.523,0.0099336,0.9900648
1.524,0.0097536,0.9902449
1.525,0.0095615,0.990438
1.526,0.009362500000000001,0.9906372
1.527,0.0091547,0.9908442
1.528,0.008939200000000001,0.9910595999999999
1.529,0.0087142,0.9912841
1.53,0.0084853,0.9915132
1.531,0.0082497,0.9917493000000001
1.532,0.008008,0.9919907000000001
1.533,0.007758500000000001,0.9922401999999999
1.534,0.0075081,0.9924912
1.535,0.0072561,0.9927428
1.536,0.0070025,0.9929961
1.537,0.0067552,0.9932436
1.538,0.0065161,0.9934829000000001
1.539,0.0062912,0.9937077999999999
1.54,0.0060843,0.9939143
1.541,0.0059038,0.9940952
1.542,0.0057526999999999995,0.9942464
1.543,0.005639300000000001,0.9943597
1.544,0.0055758,0.9944229
1.545,0.0055750999999999995,0.9944240999999999
1.546,0.0056431,0.9943563000000001
1.547,0.0057872999999999996,0.9942121
1.548,0.006010799999999999,0.9939882
1.549,0.0063019999999999994,0.9936973
1.55,0.0066387,0.99336
1.551,0.0070017,0.9929967999999999
1.552,0.0073751,0.9926236
1.553,0.0077507,0.9922481999999999
1.554,0.0081142,0.991885
1.555,0.008446799999999999,0.9915522
1.556,0.0087439,0.9912551000000001
1.557,0.009021099999999999,0.9909782
1.558,0.009284,0.9907149
1.559,0.0095167,0.9904819
1.56,0.0097131,0.9902854999999999
1.561,0.009884500000000001,0.9901141
1.562,0.0100314,0.9899671999999999
1.563,0.010148999999999998,0.9898502
1.564,0.010240800000000001,0.9897585
1.565,0.0103169,0.9896822000000001
1.566,0.0103844,0.989614
1.567,0.0104325,0.9895665
1.568,0.0104456,0.9895534
1.569,0.0104192,0.9895796
1.57,0.010372,0.989627
1.571,0.010324199999999999,0.9896741
1.572,0.010280800000000001,0.9897182
1.573,0.0102227,0.9897762
1.574,0.010133399999999999,0.9898655
1.575,0.010014799999999999,0.9899845
1.576,0.0098907,0.9901084
1.577,0.009775,0.9902242
1.578,0.0096683,0.9903306999999999
1.579,0.0095586,0.9904405
1.58,0.0094399,0.9905581999999999
1.581,0.009310500000000001,0.9906882
1.582,0.0091788,0.9908202
1.583,0.0090498,0.9909496
1.584,0.0089264,0.9910724999999999
1.585,0.008801,0.991198
1.586,0.0086709,0.9913276999999999
1.587,0.0085365,0.9914626
1.588,0.0084034,0.9915958
1.589,0.0082728,0.9917259
1.59,0.0081501,0.9918488000000001
1.591,0.008039600000000001,0.99196
1.592,0.007947300000000001,0.9920519
1.593,0.0078737,0.9921245999999999
1.594,0.0078268,0.9921719
1.595,0.0078167,0.9921823999999999
1.596,0.0078509,0.9921476
1.597,0.0079211,0.9920778
1.598,0.0080067,0.9919918
1.599,0.008096299999999999,0.9919020000000001
1.6,0.0081987,0.9918003
1.601,0.0083213,0.9916777
1.602,0.0084474,0.9915510999999999
1.603,0.0085537,0.9914452
1.604,0.0086439,0.9913554000000001
1.605,0.008733300000000001,0.9912658999999999
1.606,0.0088223,0.9911772000000001
1.607,0.0089022,0.9910965
1.608,0.0089657,0.9910332
1.609,0.009015,0.9909836
1.61,0.009056,0.9909431
1.611,0.00909,0.9909087
1.612,0.0091136,0.9908857000000001
1.613,0.009127699999999999,0.9908716
1.614,0.0091355,0.9908638000000001
1.615,0.009141,0.9908577
1.616,0.0091419,0.9908568
1.617,0.009138,0.9908601
1.618,0.0091315,0.9908676
1.619,0.009129,0.9908697
1.62,0.0091386,0.9908601
1.621,0.009165,0.9908334000000001
1.622,0.0092114,0.9907877
1.623,0.0092789,0.9907199
1.624,0.0093717,0.9906272
1.625,0.009495,0.9905029999999999
1.626,0.0096507,0.9903479000000001
1.627,0.0098339,0.9901646
1.628,0.010033199999999999,0.9899654
1.629,0.0102344,0.9897649
1.63,0.010422,0.9895766
1.631,0.0105839,0.9894157
1.632,0.0107104,0.9892886
1.633,0.0107951,0.9892039
1.634,0.010837099999999999,0.9891615
1.635,0.0108447,0.9891540999999999
1.636,0.0108267,0.9891727
1.637,0.01079,0.9892091000000001
1.638,0.0107366,0.9892620999999999
1.639,0.0106731,0.9893258
1.64,0.0105995,0.9893993000000001
1.641,0.0105138,0.9894845
1.642,0.0104149,0.9895835
1.643,0.0103067,0.9896925
1.644,0.0102019,0.9897973
1.645,0.0101028,0.9898958
1.646,0.0100011,0.9899979999999999
1.647,0.0098783,0.9901208
1.648,0.009729400000000001,0.9902696
1.649,0.0095624,0.9904362
1.65,0.0093988,0.9906001000000001
1.651,0.009247100000000001,0.990752
1.652,0.0090897,0.9909094
1.653,0.0089055,0.9910926000000001
1.654,0.0086825,0.9913164999999999
1.655,0.0084364,0.9915619999999999
1.656,0.0081929,0.991806
1.657,0.0079618,0.9920372999999999
1.658,0.0077394,0.99226
1.659,0.0075027,0.9924957000000001
1.66,0.007237599999999999,0.9927616
1.661,0.006947,0.993052
1.662,0.0066518,0.9933468000000001
1.663,0.0063605,0.9936387000000001
1.664,0.0060701,0.9939285
1.665,0.0057608,0.9942379
1.666,0.0054142,0.9945849
1.667,0.0050485,0.9949505000000001
1.668,0.0046857,0.995313
1.669,0.0043343,0.9956647
1.67,0.0039737,0.9960251999999999
1.671,0.0035873,0.9964108
1.672,0.0032093,0.9967887000000001
1.673,0.0028688000000000003,0.9971299
1.674,0.0025757,0.9974236000000001
1.675,0.0023286,0.9976708000000001
1.676,0.0021187,0.9978802
1.677,0.0019445,0.9980548
1.678,0.0018062,0.9981928999999999
1.679,0.001703,0.9982961
1.68,0.0016259999999999998,0.9983735
1.681,0.001567,0.9984319
1.682,0.0015195,0.9984795
1.683,0.0014848,0.9985146
1.684,0.0014654,0.9985341
1.685,0.0014588000000000001,0.9985406
1.686,0.001463,0.998536
1.687,0.0014805999999999999,0.9985187999999999
1.688,0.0015173,0.9984816
1.689,0.0015795000000000002,0.998419
1.69,0.0016736000000000001,0.9983255
1.691,0.0018024,0.9981964000000001
1.692,0.001969,0.9980296
1.693,0.0021779,0.9978206000000001
1.694,0.0024339,0.997565
1.695,0.0027427000000000003,0.997256
1.696,0.0031017,0.9968971000000001
1.697,0.0035083,0.9964911
1.698,0.0039533,0.9960456000000001
1.699,0.0044236,0.9955750999999999
1.7,0.0049076,0.9950906
1.701,0.0053866,0.9946125000000001
1.702,0.0058545,0.9941441000000001
1.703,0.006304499999999999,0.9936945
1.704,0.0067311,0.9932674
1.705,0.0071322,0.9928667
1.706,0.0075,0.992
1.707,0.007850000000000001,0.992
1.708,0.0081665,0.9918326000000001
1.709,0.0084642,0.9915353
1.71,0.0087386,0.9912601
1.711,0.008983600000000001,0.9910151
1.712,0.009199,0.9907988
1.713,0.0093885,0.9906103
1.714,0.009559999999999999,0.99
1.715,0.0097216,0.9902778000000001
1.716,0.0098746,0.9901237
1.717,0.0100121,0.989987
1.718,0.0101238,0.9898753
1.719,0.0102,0.99
1.72,0.010265699999999999,0.9897329
1.721,0.010319799999999999,0.9896795
1.722,0.0103812,0.9896178
1.723,0.0104459,0.9895529000000001
1.724,0.0104993,0.9894991000000001
1.725,0.0105298,0.9894691
1.726,0.010539,0.9894601000000001
1.727,0.010543100000000001,0.9894554999999999
1.728,0.0105542,0.989445
1.729,0.010576,0.9894223
1.73,0.010603,0.9893958
1.731,0.010626100000000001,0.9893727
1.732,0.010645199999999999,0.9893538
1.733,0.010664199999999999,0.9893347
1.734,0.0106928,0.9893065
1.735,0.0107387,0.9892606
1.736,0.010807,0.9891920000000001
1.737,0.0109014,0.9890977
1.738,0.011030199999999999,0.9889682000000001
1.739,0.011202799999999999,0.9887966
1.74,0.011433500000000001,0.9885656
1.741,0.011741999999999999,0.9882568
1.742,0.012155899999999999,0.9878431999999999
1.743,0.012707699999999999,0.9872915
1.744,0.0134449,0.9865533000000001
1.745,0.014425200000000001,0.9855733999999999
1.746,0.015714699999999998,0.9842842
1.747,0.017395,0.9826041
1.748,0.0195701,0.980429
1.749,0.022296299999999998,0.9777029
1.75,0.0256257,0.9743733
1.751,0.0295356,0.9704627000000001
1.752,0.0339421,0.9660561
1.753,0.0387556,0.9612430000000001
1.754,0.0437857,0.9562130999999999
1.755,0.0489415,0.9510576000000001
1.756,0.0541496,0.9458492
1.757,0.059359,0.9406397
1.758,0.06453249999999999,0.9354662
1.759,0.0696493,0.9303490999999999
1.76,0.0745957,0.925403
1.761,0.0793816,0.920617
1.762,0.0840577,0.9159406
1.763,0.08870739999999999,0.9112913
1.764,0.0934276,0.9065707000000001
1.765,0.0981606,0.9018387
1.766,0.1028525,0.8971461
1.767,0.1074019,0.8925972
1.768,0.1117778,0.8882211
1.769,0.1160693,0.8839301
1.77,0.1204925,0.8795067
1.771,0.1252088,0.8747904
1.772,0.1303692,0.8696290999999999
1.773,0.1359121,0.8640867
1.774,0.1415862,0.8584126000000001
1.775,0.1471101,0.8528886
1.776,0.1524361,0.8475625999999999
1.777,0.1577152,0.8422835000000001
1.778,0.1633615,0.8366370999999999
1.779,0.1696088,0.8303898
1.78,0.17628270000000001,0.8237159
1.781,0.18285859999999998,0.8171406
1.782,0.188651,0.8113478000000001
1.783,0.1934845,0.8065143
1.784,0.1975827,0.8024158
1.785,0.20132090000000002,0.7986778999999999
1.786,0.2049254,0.7950735
1.787,0.20840140000000001,0.7915976
1.788,0.21151869999999998,0.7884804
1.789,0.2140626,0.7859364999999999
1.79,0.21587520000000002,0.7841231999999999
1.791,0.21695589999999998,0.7830429999999999
1.792,0.21744039999999998,0.7825580999999999
1.793,0.2174875,0.7825114999999999
1.794,0.21718869999999998,0.7828098
1.795,0.2165341,0.7834652
1.796,0.2154487,0.7845502000000001
1.797,0.2138438,0.7861547
1.798,0.2116607,0.7883381
1.799,0.208856,0.7911427999999999
1.8,0.2054629,0.7945357
